"","NagContributions","NagPercents"
"CumErr",0.199263962500431,0.876316376786648
"I(pos^2)",0.00768969897051887,0.0338175004444696
"pos",0.0081401788130645,0.0357986056000702
"stimlen",0.00856792846175912,0.0376797486708602
"log_freq",0.00372638441314516,0.0163877684979518
