"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumErr + I(pos^2) + stimlen + pos",4534.09704608169,222.197819180448,4.67165778142315,100,0.135874342662603
"CumErr + I(pos^2) + stimlen",4534.39895590791,221.895909354226,4.66531019712119,99.8641256573374,0.480335475767248
"CumErr + I(pos^2)",4535.46625085982,220.828614402321,4.64287056749057,99.3837901815701,9.37812384703464
"CumErr",4556.30423752797,199.990627734169,4.20475671503908,90.0056663345355,90.0056663345355
"null",4756.29486526214,0,0,NA,0
