"","CumErr","I(pos^2)","pos","stimlen","log_freq"
"McFadden",0.0759199821651402,0.0208193832767984,0.0284820898684074,0.00682811768759076,0.00301482730976173
"SquaredCorrelation",0.0796436830390245,0.0224921316011302,0.0306336664257553,0.00756538789753101,0.00324168562832874
"Nagelkerke",0.116680377333409,0.0329516454050305,0.0448792373892545,0.0110835195068138,0.00474916638554189
"Estrella",0.0860660864129883,0.023694020375773,0.0323968257871409,0.00779762834355888,0.00342833616850834
