"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumErr","I(pos^2)","pos","log_freq","stimlen"
"preserved ~ CumErr + I(pos^2) + pos + stimlen + log_freq",1149.44954970609,0,1,0.371784039263343,0.20345274516402,3.44034822036996,-0.783593543720145,0.0892650840122859,-0.792062085212397,0.0806025362718356,-0.0698845001691452
"preserved ~ CumErr + I(pos^2) + pos + stimlen",1149.86551457712,0.415964871033111,0.812221302834277,0.301970916743462,0.200238623743179,3.56660088591294,-0.782719628289039,0.0885294912841961,-0.786613103568513,NA,-0.0909914781452081
"preserved ~ CumErr + I(pos^2) + pos + log_freq",1150.32559008305,0.876040376958827,0.645312754842521,0.239916982583508,0.201672758765523,2.99135138570373,-0.785024108957861,0.0836186414753537,-0.771753691203094,0.0939216874294461,NA
"preserved ~ CumErr + I(pos^2) + pos",1152.36986658542,2.92031687933172,0.232199482206764,0.0863280614096875,0.197055146385708,2.98066613019555,-0.784139153591488,0.0806417317409433,-0.757854953724973,NA,NA
"preserved ~ 1",1317.06848615173,167.618936445636,3.99954345342422e-37,1.48696642032332e-37,0,1.1298831579303,NA,NA,NA,NA,NA
