"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","stimlen","pos","stimlen:pos","I(pos^2)","stimlen:I(pos^2)"
"preserved ~ stimlen * (I(pos^2) + pos)",4475.78732728174,0,1,0.690332918840238,0.181990890773337,2.99797618806999,0.0201384953026789,-0.550894364360057,-0.028189288412867,0.0501313414705924,-0.000268205348733535
"preserved ~ stimlen + I(pos^2) + pos",4477.39535709087,1.60802980912922,0.44752856783625,0.30894370249879,0.180838207223029,3.65302849870593,-0.0829238884927324,-0.681340661769314,NA,0.0357901558454148,NA
"preserved ~ I(pos^2) + pos",4489.54119417329,13.7538668915458,0.00103130174379502,0.00071194154299904,0.177573917754663,3.04950287403869,NA,-0.667868008846323,NA,0.0313212701146509,NA
"preserved ~ stimlen + pos",4498.74636914568,22.9590418639364,1.03396872912381e-05,7.13782650765574e-06,0.174577133079252,2.91214926463907,-0.0626198702519095,-0.357911550942377,NA,NA,NA
"preserved ~ stimlen * pos",4499.87299636973,24.0856690879937,5.88658488648106e-06,4.0637033266853e-06,0.175000281382289,3.34194486531094,-0.114635550567373,-0.479272066280695,0.0142836903731167,NA,NA
"preserved ~ pos",4505.56852613312,29.7811988513804,3.41267426293272e-07,2.3558813849813e-07,0.172616869905005,2.51362150570961,NA,-0.378746927994455,NA,NA,NA
"preserved ~ stimlen",4879.79107601257,404.003748730826,1.86939307257069e-88,1.29050357624745e-88,0.047875702288691,2.8678647904411,-0.247244563180569,NA,NA,NA,NA
"preserved ~ 1",5023.54520298451,547.757875702772,1.13733546463429e-119,7.85140111001509e-120,-3.33587132913947e-16,0.941063227798903,NA,NA,NA,NA,NA
