"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumErr + CumPres + log_freq + stimlen",1320.50989880574,213.439986383923,13.9144041434921,100,3.91496404091669
"CumErr + CumPres + log_freq",1328.86599752161,205.083887668055,13.3696602247666,96.0850359590833,9.9207458761777
"CumErr + CumPres",1350.0408361689,183.909049020757,11.9892475495064,86.1642900829056,14.1321895780856
"CumErr",1380.20457968012,153.745305509541,10.0228375772871,72.03210050482,72.03210050482
"null",1533.94988518966,0,0,NA,0
