"","NagContributions","NagPercents"
"CumErr",0.0331459409719094,0.656216662007306
"CumPres",0.00926674704795464,0.183461191239929
"stimlen",0.00318011503261821,0.0629592767715522
"log_freq",0.00491786345592221,0.0973628699812134
