"","CumErr","CumPres","stimlen","log_freq"
"McFadden",0.0913906910394177,0.0255432264944137,0.00870271855458481,0.0135074053465046
"SquaredCorrelation",0.0331459409719094,0.00926674704795464,0.00318011503261821,0.00491786345592221
"Nagelkerke",0.0331459409719094,0.00926674704795464,0.00318011503261821,0.00491786345592221
"Estrella",0.0356965801536027,0.00998242169837663,0.00335707396024595,0.0052458519304274
