"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumErr","CumPres","log_freq","stimlen"
"preserved ~ CumErr + CumPres + stimlen + log_freq",1330.50989880574,0,1,0.959084920143029,0.162419206122203,3.95818273596073,-1.04997044766431,0.277690807912528,0.168266615405767,-0.147493272335549
"preserved ~ CumErr + CumPres + log_freq",1336.86599752161,6.35609871586803,0.0416668530176638,0.0399620503990575,0.15621762689937,2.89631495557691,-1.09759680223361,0.246948505883087,0.190896484338127,NA
"preserved ~ CumErr + CumPres + stimlen",1344.34383712375,13.833938318015,0.000990828437697304,0.000950288613044361,0.150657178590178,4.18501627349729,-1.07257818061924,0.27389348733673,NA,-0.182677536931238
"preserved ~ CumErr + CumPres",1356.04083616891,25.5309373631658,2.85777078865692e-06,2.7408448686261e-06,0.140446001599271,2.87686927587629,-1.14477100638531,0.232420517065699,NA,NA
"preserved ~ 1",1535.94988518966,205.439986383922,2.4506075974542e-45,2.35034079190627e-45,0,3.03439318216774,NA,NA,NA,NA
