"Description","ParameterValue"
"min preserved",0.865853658536585
"max preserved",1.01219512195122
"mean change in probability for each additional length: ",-0.00882449867993558
"mean change in probability for each additional position (excluding  U-shape): ",0.00258551467584585
"U-shape",0
