"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,58,58,58,NA,NA,NA,NA,NA,NA
"2",5,91,91,91,91,NA,NA,NA,NA,NA
"3",6,113,113,113,113,113,NA,NA,NA,NA
"4",7,108,107,107,108,107,108,NA,NA,NA
"5",8,146,143,143,141,144,146,145,NA,NA
"6",9,82,80,82,82,81,81,82,82,NA
"7",10,78,77,80,78,79,80,80,79,79
