"","CumErr","CumPres","log_freq"
"McFadden",0.129171934406782,0.0141198930039353,0.0057961931543698
"SquaredCorrelation",0.04610643500606,0.00504646044380671,0.00208650240871879
"Nagelkerke",0.150105046196105,0.0164293591110409,0.00679285961727153
"Estrella",0.0498671130871259,0.00544920509480427,0.00220698662362638
