"","NagContributions","NagPercents"
"CumErr",0.0314140835099008,0.797507864504784
"I(pos^2)",0.00131485605615893,0.0333801890208894
"pos",0.00234499584833576,0.0595322996034381
"log_freq",0.0043163764659864,0.109579646870888
