"","CumPres","pos","log_freq"
"McFadden",0.0220523092680422,0.0118725390007975,0.00582557338493539
"SquaredCorrelation",0.0119974026723076,0.00645666742404198,0.00317158682772043
"Nagelkerke",0.0119974026723076,0.00645666742404198,0.00317158682772043
"Estrella",0.0122391697916478,0.00659166616899024,0.00323146967743857
