"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","stimlen","pos","stimlen:pos","I(pos^2)","stimlen:I(pos^2)"
"preserved ~ stimlen * (I(pos^2) + pos)",3238.86185631157,0,1,0.411317115430429,0.182001471517813,6.18699018751118,-0.276734623499676,-0.981091776832905,0.037262742368311,0.0247209802971232,0.000368335647959706
"preserved ~ stimlen + I(pos^2) + pos",3238.91722868887,0.0553723772959529,0.972693561193553,0.400085509787884,0.180529153393755,5.15903667087189,-0.123279467869817,-0.797070743878794,NA,0.04248922331717,NA
"preserved ~ stimlen * pos",3240.43506400937,1.57320769779744,0.455388741036231,0.187309183362517,0.179977732924602,6.45469063455243,-0.369503146924487,-0.968280643971637,0.0667215333239831,NA,NA
"preserved ~ I(pos^2) + pos",3250.51089385219,11.6490375406192,0.00295422547136446,0.00121512349921273,0.175583569817251,4.25998732310211,NA,-0.780852669303263,NA,0.0363469939912764,NA
"preserved ~ stimlen + pos",3256.19912776676,17.3372714551915,0.000171893453825359,7.07027195888206e-05,0.173509361667201,4.12962967443695,-0.0968195586837153,-0.38598648695553,NA,NA,NA
"preserved ~ pos",3262.99437036366,24.1325140520908,5.75030865166411e-06,2.36520036743712e-06,0.170296667053218,3.52026511267357,NA,-0.420739757301796,NA,NA,NA
"preserved ~ stimlen",3562.55739005903,323.695533747461,5.13343347586581e-71,2.11146904954713e-71,0.0567698388737534,4.16654595506149,-0.315891569708395,NA,NA,NA,NA
"preserved ~ 1",3702.72642870358,463.864572392002,1.87537416915789e-101,7.71373493610761e-102,-3.79795705873381e-16,1.65985415067512,NA,NA,NA,NA,NA
