"","CumErr","I(pos^2)","pos","stimlen","log_freq"
"McFadden",0.183780700169144,0.0363508412888525,0.0461460000023741,0.0104646083127455,0.00485355363552182
"SquaredCorrelation",0.13933120132162,0.0297575738394934,0.0372804735071431,0.00887080570541459,0.00394274310360899
"Nagelkerke",0.13933120132162,0.0297575738394934,0.0372804735071431,0.00887080570541459,0.00394274310360899
"Estrella",0.165232793451954,0.0322905289076566,0.0410787852162886,0.00924646312641229,0.00432023328642901
