"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumPres + I(pos^2) + log_freq + pos",3005.20838997022,337.918047817804,10.107845279145,100,3.01466607609359
"CumPres + I(pos^2) + log_freq",3015.39549072278,327.730947065243,9.80312749649056,96.9853339239064,5.66718598479949
"CumPres + I(pos^2)",3034.54593496882,308.580502819204,9.23029710546564,91.3181479391069,13.7670185907503
"CumPres",3081.06717543339,262.059262354627,7.83874816676147,77.5511293483566,77.5511293483566
"null",3343.12643778802,0,0,NA,0
