"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumPres","I(pos^2)","pos","log_freq","stimlen"
"preserved ~ CumPres + I(pos^2) + pos + log_freq",474.364709340616,0,1,0.692059640839709,0.331709474751257,1.84449321361202,1.35768504590808,0.0798712051201854,-1.01728622717257,0.223506876913631,NA
"preserved ~ CumPres + I(pos^2) + pos + stimlen + log_freq",476.172836294015,1.80812695339944,0.40492092546672,0.28022943024698,0.332074943907618,1.61792726769224,1.35534849959782,0.0777843644580362,-1.00904489785168,0.239485188158849,0.0343699854758759
"preserved ~ CumPres + I(pos^2) + pos",481.757769609129,7.39306026851318,0.0248094627954278,0.0171696279116299,0.312703774692037,1.90417138591255,1.40509372996236,0.0730597250935413,-1.0394292843745,NA,NA
"preserved ~ CumPres + I(pos^2) + pos + stimlen",482.733451676412,8.36874233579607,0.0152317811639625,0.0105413010016809,0.314818106292386,2.37784059564928,1.40340385157067,0.0784306017099231,-1.05332881589351,NA,-0.0732903000808011
"preserved ~ 1",619.174872523228,144.810163182612,3.58816663168952e-32,2.48322531040007e-32,-3.51715762663567e-16,1.346503607641,NA,NA,NA,NA,NA
