"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumPres","I(pos^2)","pos"
"preserved ~ CumPres + I(pos^2) + pos",3107.63750383572,0,1,0.999999999997009,0.131733187647662,0.732470609360751,0.691122483377671,-0.0665631591843916,0.284394852672894
"preserved ~ CumPres",3160.70820535623,53.0707015205121,2.99118717074598e-12,2.99118717073703e-12,0.109346375230462,1.08300502024811,0.448480013467265,NA,NA
"preserved ~ I(pos^2) + pos",3241.81618334564,134.178679509921,7.30247283169146e-30,7.30247283166962e-30,0.081110656850753,0.260613622938143,NA,-0.0568267522844324,0.740095630725156
