"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumPres","stimlen"
"preserved ~ CumPres + stimlen",514.510399383884,0,1,0.800724446711069,0.248040834260822,1.24712091122028,0.863334908116719,-0.139386266691545
"preserved ~ CumPres",517.292056022817,2.78165663893299,0.248869076131551,0.199275553288931,0.238279357972694,0.347911808392822,0.835378900822154,NA
"preserved ~ stimlen",621.071781346812,106.561381962928,7.25253635962657e-24,5.8072831638139e-24,0.000313439418035355,1.20313716359329,NA,0.0210938279543023
