"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumPres","I(pos^2)","pos","stimlen"
"preserved ~ CumPres + I(pos^2) + pos",3107.63750383572,0,1,0.999999999997009,0.131733187647662,0.732470609360751,0.691122483377671,-0.0665631591843916,0.284394852672894,NA
"preserved ~ CumPres + stimlen",3128.12216662231,0,1,0.999999916047901,0.122272370620516,2.21362067548231,0.478772366421728,NA,NA,-0.15474687017826
"preserved ~ CumPres + pos",3140.28805757828,0,1,0.999963203605239,0.116819487010398,1.41291309843632,0.675879843548892,NA,-0.217681701001564,NA
"preserved ~ CumPres",3160.70820535623,53.0707015205121,2.99118717074598e-12,2.99118717073703e-12,0.109346375230462,1.08300502024811,0.448480013467265,NA,NA,NA
"preserved ~ CumPres",3160.70820535623,32.5860387339276,8.39521060346554e-08,8.39520989866999e-08,0.109346375230462,1.08300502024811,0.448480013467265,NA,NA,NA
"preserved ~ CumPres",3160.70820535623,20.4201477779538,3.67977487851599e-05,3.67963947606693e-05,0.109346375230462,1.08300502024811,0.448480013467265,NA,NA,NA
"preserved ~ I(pos^2) + pos",3241.81618334564,134.178679509921,7.30247283169146e-30,7.30247283166962e-30,0.081110656850753,0.260613622938143,NA,-0.0568267522844324,0.740095630725156,NA
"preserved ~ pos",3266.73909887431,126.451041296029,3.47940727435529e-28,3.47927924471169e-28,0.0690141470536787,0.862769832404229,NA,NA,0.298063124136454,NA
"preserved ~ stimlen",3428.50492258269,300.382755960388,5.92534052185553e-66,5.92534002441076e-66,0.000631357977628823,2.11555081612093,NA,NA,NA,-0.0320396918457974
