"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,14,14,14,NA,NA,NA,NA,NA,NA
"2",5,34,34,34,34,NA,NA,NA,NA,NA
"3",6,8,8,8,8,8,NA,NA,NA,NA
"4",7,30,30,30,30,30,30,NA,NA,NA
"5",8,16,16,16,16,16,16,16,NA,NA
"6",9,5,5,5,5,5,5,5,5,NA
"7",10,5,5,5,5,5,5,5,5,5
