"","NagContributions","NagPercents"
"CumPres",0.041548530238651,0.519715567150395
"I(pos^2)",0.0144979676100012,0.181349843560783
"pos",0.0168452940896078,0.210711703189238
"stimlen",0.00338025988495984,0.0422824507422255
"log_freq",0.00367269654454978,0.0459404353573581
