"Description","ParameterValue"
"min preserved",0.564277180406213
"max preserved",1.00442054958184
"mean change in probability for each additional length: ",-0.0152755827898307
"mean change in probability for each additional position (excluding  U-shape): ",0.0368702940027182
"U-shape",0
