"","CumErr","I(pos^2)","pos","stimlen","log_freq"
"McFadden",0.320548891287099,0.0119448173041904,0.0121646103803032,0.0129049898418914,0.00566491204246827
"SquaredCorrelation",0.199263962500431,0.00768969897051887,0.0081401788130645,0.00856792846175912,0.00372638441314516
"Nagelkerke",0.199263962500431,0.00768969897051887,0.0081401788130645,0.00856792846175912,0.00372638441314516
"Estrella",0.242677795185444,0.00895266506337535,0.00892234719058265,0.00950891613384073,0.00419696310893269
