"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,54,54,54,NA,NA,NA,NA,NA,NA
"2",5,92,92,92,92,NA,NA,NA,NA,NA
"3",6,115,115,115,115,115,NA,NA,NA,NA
"4",7,104,104,104,104,104,104,NA,NA,NA
"5",8,145,145,145,145,145,145,145,NA,NA
"6",9,88,88,88,88,88,88,88,88,NA
"7",10,76,76,76,76,76,76,76,76,76
