"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,59,59,59,NA,NA,NA,NA,NA,NA
"2",5,94,94,91,91,NA,NA,NA,NA,NA
"3",6,118,115,111,110,108,NA,NA,NA,NA
"4",7,112,110,108,110,109,110,NA,NA,NA
"5",8,153,149,146,145,145,144,145,NA,NA
"6",9,93,90,91,90,87,86,88,89,NA
"7",10,85,78,79,79,77,79,79,80,82
