"","CumErr","stimlen","log_freq"
"McFadden",0.0358854095859757,0.00581175507872174,0.00209580815905626
"SquaredCorrelation",0.0245038123634022,0.00399327648448111,0.00144011177944003
"Nagelkerke",0.0245038123634022,0.00399327648448111,0.00144011177944003
"Estrella",0.0250888287435777,0.00405202505343349,0.00146121708547625
