"","CumErr","I(pos^2)","pos","log_freq"
"McFadden",0.315118951354721,0.0172896215949412,0.0207270541108782,0.0131638377223287
"SquaredCorrelation",0.144850603815825,0.00855346968773768,0.010243662748957,0.00633306334812559
"Nagelkerke",0.144850603815825,0.00855346968773768,0.010243662748957,0.00633306334812559
"Estrella",0.179883927062495,0.00909183831051427,0.0109040550513624,0.00719044497532738
