"","NagContributions","NagPercents"
"CumErr",0.144850603815825,0.852158621186266
"I(pos^2)",0.00855346968773768,0.0503202109169583
"pos",0.010243662748957,0.0602636460884031
"log_freq",0.00633306334812559,0.0372575218083723
