"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,0.95,1,0.983333333333333,NA,NA,NA,NA,NA,NA
"2",5,0.907216494845361,0.958762886597938,0.958762886597938,0.948453608247423,NA,NA,NA,NA,NA
"3",6,0.949579831932773,0.983193277310924,0.983193277310924,0.974789915966387,0.974789915966387,NA,NA,NA,NA
"4",7,0.831858407079646,0.90990990990991,0.954954954954955,0.921052631578947,0.946428571428571,0.929203539823009,NA,NA,NA
"5",8,0.903225806451613,0.973684210526316,0.947368421052632,0.947712418300654,0.941558441558442,0.961290322580645,0.974193548387097,NA,NA
"6",9,0.866666666666667,0.932584269662921,0.920454545454545,0.943820224719101,0.879120879120879,0.944444444444444,0.967032967032967,0.967032967032967,NA
"7",10,0.964285714285714,0.95,0.876543209876543,0.938271604938272,0.901234567901235,0.916666666666667,0.952380952380952,0.976190476190476,0.952380952380952
