"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumErr","CumPres","log_freq","stimlen"
"preserved ~ CumErr + CumPres + stimlen + log_freq",1633.28765071064,0,1,0.80051078521492,0.188629618820319,3.45826345219293,-1.1066301887429,0.425031951213098,0.0835486226034089,-0.142509296912135
"preserved ~ CumErr + CumPres + stimlen",1636.23289678235,2.94524607170956,0.229323172684138,0.183575673033356,0.185669300584302,3.65968755767691,-1.11392576204677,0.423221750807578,NA,-0.169939479956437
"preserved ~ CumErr + CumPres + log_freq",1641.15261896336,7.86496825272479,0.0195949357474762,0.015685957401448,0.18272093925271,2.43504171368613,-1.13520978597429,0.393615316900607,0.116680434219027,NA
"preserved ~ CumErr + CumPres",1649.61861939926,16.3309686886187,0.000284298918239985,0.000227584350276043,0.176437685390512,2.44484784591542,-1.15403321299637,0.379950372704337,NA,NA
"preserved ~ 1",1929.73107982065,296.443429110011,4.24744017456762e-65,3.40012166929652e-65,-6.23081107581119e-16,2.79490724470168,NA,NA,NA,NA
