"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,60,60,60,NA,NA,NA,NA,NA,NA
"2",5,97,97,97,97,NA,NA,NA,NA,NA
"3",6,119,119,119,119,119,NA,NA,NA,NA
"4",7,113,111,111,114,112,113,NA,NA,NA
"5",8,155,152,152,153,154,155,155,NA,NA
"6",9,90,89,88,89,91,90,91,91,NA
"7",10,84,80,81,81,81,84,84,84,84
