"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumErr + CumPres + stimlen + log_freq",1623.28765071064,304.443429110011,15.7928370972955,100,1.62435631676011
"CumErr + CumPres + stimlen",1628.23289678235,299.498183038301,15.53630515031,98.3756436832399,5.05372136356709
"CumErr + CumPres",1643.61861939926,284.112460421392,14.7381791680106,93.3219223196728,30.484076179702
"CumErr",1736.42538625325,191.3056935674,9.92387867633478,62.8378461399708,62.8378461399708
"null",1927.73107982065,0,0,NA,0
