"","CumErr","CumPres","stimlen","log_freq"
"McFadden",0.0955020054798657,0.0536196579975777,0.0050912358838679,0.00371547161164414
"SquaredCorrelation",0.0406481193660112,0.022823128778345,0.00216162309310766,0.00158821551754424
"Nagelkerke",0.0406481193660112,0.022823128778345,0.00216162309310766,0.00158821551754424
"Estrella",0.0440975831244087,0.0247744937843396,0.00236169616036921,0.00170807970414054
