"","NagContributions","NagPercents"
"CumErr",0.0406481193660112,0.604692981447266
"CumPres",0.022823128778345,0.339523353163353
"stimlen",0.00216162309310766,0.0321569197621848
"log_freq",0.00158821551754424,0.0236267456271959
