"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumPres","CumErr","I(pos^2)","pos","stimlen"
"preserved ~ CumErr",856.359844388958,0,1,1,0.391415613242042,2.61561264263988,NA,-1.43168692831327,NA,NA,NA
"preserved ~ CumPres",1151.24437038,294.884525991041,9.26059266298981e-65,9.26059266298981e-65,0.0770391993801127,1.18525108769851,0.377614539132338,NA,NA,NA,NA
"preserved ~ stimlen",1197.10250270864,340.742658319684,1.02016841021081e-74,1.02016841021081e-74,0.019761817111349,3.12012449312762,NA,NA,NA,NA,-0.180022127949358
"preserved ~ pos",1199.77801727289,343.418172883931,2.6772644151266e-75,2.6772644151266e-75,0.0197909887455469,2.38636847476024,NA,NA,NA,-0.149596372305476,NA
"preserved ~ (I(pos^2) + pos)",1201.4950991373,345.135254748346,1.13457099372067e-75,1.13457099372067e-75,0.0201143159980928,2.50706784146069,NA,NA,0.00854255157465657,-0.222840388924131,NA
"preserved ~ 1",1212.74084361467,356.380999225717,4.10061778110254e-78,4.10061778110254e-78,0,1.83460096419302,NA,NA,NA,NA,NA
