"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumErr + CumPres + log_freq",760.439501136658,373.308749479394,32.9269526349035,100,2.1173736070496
"CumErr + CumPres",768.343842070941,365.404408545111,32.2297660302063,97.8826263929504,4.99912819095667
"CumErr",787.006025005474,346.742225610579,30.5837054586119,92.8834982019937,92.8834982019937
"null",1133.74825061605,0,0,NA,0
