"","CumErr","I(pos^2)","pos","log_freq"
"McFadden",0.337961497318244,0.0171625314881154,0.0206449363912069,0.0138970901789856
"SquaredCorrelation",0.167033872793744,0.00915464164257744,0.0110602190495085,0.00723785388060844
"Nagelkerke",0.167033872793744,0.00915464164257744,0.0110602190495085,0.00723785388060844
"Estrella",0.209618182842667,0.00993724593419652,0.0118788312512708,0.00826738211398139
