"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumErr","pos","log_freq","stimlen"
"preserved ~ CumErr + pos + log_freq",3429.28380270545,0,1,0.397686517585086,0.114662788807338,1.64083842265977,-0.815071167953051,0.128950488961388,0.0437155211606786,NA
"preserved ~ CumErr + pos",3430.37522655239,1.09142384693905,0.579429127272874,0.230431151812515,0.113321497725349,1.65246071252277,-0.824315671483117,0.126362129596217,NA,NA
"preserved ~ CumErr + pos + stimlen + log_freq",3430.72377876219,1.43997605673758,0.486758083213352,0.193577127019509,0.11476892039681,1.7436584985574,-0.814421958314913,0.133094346096251,0.040266090626704,-0.0155425146969538
"preserved ~ CumErr + pos + stimlen",3430.88813738906,1.60433468360679,0.448356169240113,0.17830520358289,0.113713791296412,1.84044232329878,-0.821796729576057,0.134460706534792,NA,-0.0287115129184023
"preserved ~ 1",3727.64497482585,298.361172120397,1.62815095000366e-65,6.47493681409803e-66,0,1.65352976562206,NA,NA,NA,NA
