"Description","ParameterValue"
"min preserved",0.500959299382404
"max preserved",1.03161638149236
"mean change in probability for each additional length: ",-0.0118563586925487
"mean change in probability for each additional position (excluding  U-shape): ",-0.0470542146545162
"U-shape",0
