"","NagContributions","NagPercents"
"CumErr",0.164044304667687,0.666698708862852
"I(pos^2)",0.0302296172214946,0.122857339130522
"pos",0.0378648550608318,0.153888000144074
"stimlen",0.0106789997770633,0.0434009298752399
"log_freq",0.00323685407832504,0.0131550219873122
