"","CumErr","I(pos^2)","pos","stimlen","log_freq"
"McFadden",0.202182733683434,0.0339689100320385,0.0430818870122451,0.0116708559935319,0.00364441609085306
"SquaredCorrelation",0.164044304667687,0.0302296172214946,0.0378648550608318,0.0106789997770633,0.00323685407832504
"Nagelkerke",0.164044304667687,0.0302296172214946,0.0378648550608318,0.0106789997770633,0.00323685407832504
"Estrella",0.195452372466632,0.0326899536643719,0.0414851399630955,0.0112170746801319,0.00350850104839563
