Model,AIC,DeltaAIC,AICexp,AICwt,NagR2,(Intercept),CumErr,I(pos^2),pos,log_freq,stimlen
preserved ~ CumErr + I(pos^2) + pos + stimlen + log_freq,2963.304409,0,1,0.729271058,0.381518776,4.551671128,-1.326573261,0.063766508,-0.719812579,0.068895453,-0.082447988
preserved ~ CumErr + I(pos^2) + pos + stimlen,2965.777408,2.472998949,0.29039899,0.211779578,0.379423862,4.706486883,-1.33185152,0.064064253,-0.721260318,NA,-0.103247397
preserved ~ CumErr + I(pos^2) + pos + log_freq,2968.427915,5.123506063,0.077169342,0.056277367,0.379850912,3.942425351,-1.335444698,0.059942255,-0.708016116,0.082943599,NA
preserved ~ CumErr + I(pos^2) + pos,2974.522848,11.21843891,0.003663928,0.002671997,0.376639058,3.946729653,-1.344324678,0.059087292,-0.7066069,NA,NA
preserved ~ 1,4185.569921,1222.265512,3.88E-266,2.83E-266,1.91E-16,1.573052643,NA,NA,NA,NA,NA
