"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumErr","I(pos^2)","pos","log_freq","stimlen"
"preserved ~ CumErr + I(pos^2) + pos + stimlen + log_freq",3302.00306065632,0,1,0.592649186858864,0.0934476315121022,3.59784413404234,-0.712851679061526,0.0405615119070064,-0.364198450059464,0.0443370660092854,-0.0892317254397406
"preserved ~ CumErr + I(pos^2) + pos + stimlen",3302.98003072706,0.976970070737934,0.613555204883678,0.363622993267335,0.092155958294929,3.70001182917593,-0.716331618014103,0.0407482849750911,-0.365409365227878,NA,-0.102617224776407
"preserved ~ CumErr + I(pos^2) + pos + log_freq",3307.47612298944,5.47306233311656,0.0647947196026079,0.0384005378852336,0.0903588703987449,2.94032595837028,-0.711185384899924,0.0361414263264412,-0.351227376175589,0.0605003857271171,NA
"preserved ~ CumErr + I(pos^2) + pos",3311.42658359879,9.42352294246075,0.00898892988751617,0.00532728198856779,0.0878099431258611,2.94721528053129,-0.715826937150923,0.0354406480566101,-0.350469409357191,NA,NA
"preserved ~ 1",3543.17555018822,241.172489531896,4.26637773982626e-53,2.52846529834079e-53,4.39828589950119e-16,1.94003831891546,NA,NA,NA,NA,NA
