"","CumErr","I(pos^2)","pos","stimlen","log_freq"
"McFadden",0.0483729532318517,0.00733451534862483,0.00952192622428167,0.00385431726862138,0.0018454147016389
"SquaredCorrelation",0.0377006589628472,0.00576390223894833,0.00749875939929939,0.00304406340211835,0.00145401244354964
"Nagelkerke",0.0377006589628472,0.00576390223894833,0.00749875939929939,0.00304406340211835,0.00145401244354964
"Estrella",0.0392223544925203,0.00593523652690189,0.00770101485142156,0.00311509065942072,0.00149237990418429
