"","model","p_accounted_for","model_deviance","diff_CumErr","diff_CumErr+CumPres","diff_CumErr+CumPres+log_freq","diff_CumErr+CumPres+log_freq+stimlen"
"1","preserved ~ CumErr",0.357046424069066,2666.06012112917,0,-0.175933758405619,-0.189540055305076,-0.200424893030391
"2","preserved ~ CumErr+CumPres",0.532980182474685,2653.93470407984,0.175933758405619,0,-0.0136062968994564,-0.0244911346247716
"3","preserved ~ CumErr+CumPres+log_freq",0.546586479374141,2641.16879007584,0.189540055305076,0.0136062968994564,0,-0.0108848377253152
"4","preserved ~ CumErr+CumPres+log_freq+stimlen",0.557471317099456,2639.21072109174,0.200424893030391,0.0244911346247716,0.0108848377253152,0
