"Description","ParameterValue"
"min preserved",0.809793601651187
"max preserved",0.998152734778122
"mean change in probability for each additional length: ",-0.00717654766916956
"mean change in probability for each additional position (excluding  U-shape): ",0.00426513402562391
"U-shape",0
