"","NagContributions","NagPercents"
"CumPres",0.0371809559903302,0.495023873575025
"I(pos^2)",0.014275089927451,0.190057251711237
"pos",0.0174423062751758,0.232225282713685
"stimlen",0.00297104946379544,0.0395562829135841
"log_freq",0.003240018262356,0.0431373090864694
