"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumPres","I(pos^2)","pos","log_freq","stimlen"
"preserved ~ CumPres + I(pos^2) + pos + stimlen + log_freq",2989.75359760522,0,1,0.970169869605125,0.139258812487159,1.32555963415806,0.602789259469293,-0.0626732847040999,0.361866862559423,0.0877688998446002,-0.0936464463455859
"preserved ~ CumPres + I(pos^2) + pos + log_freq",2997.38170228834,7.62810468311955,0.0220586085784334,0.0214005974082092,0.135389643597223,0.651854489359164,0.617114205064656,-0.0665913167435307,0.359960666505427,0.108924600640284,NA
"preserved ~ CumPres + I(pos^2) + pos + stimlen",2999.24605508172,9.49245747649729,0.00868438461173921,0.00842532828637178,0.134639422870393,1.53464799222282,0.602514412158729,-0.0615767625124765,0.352554204336448,NA,-0.12018847659549
"preserved ~ CumPres + I(pos^2) + pos",3014.45164448766,24.6980468824345,4.33398358991591e-06,4.20470029429947e-06,0.127700370946331,0.678999443785618,0.624126769995959,-0.066718593917923,0.345450854452235,NA,NA
"preserved ~ 1",3313.31067524371,323.557077638484,5.5014009794338e-71,5.3372934708628e-71,0,1.89550577952419,NA,NA,NA,NA,NA
