"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumPres","pos"
"preserved ~ CumPres + pos",3049.12778105071,0,1,0.991528922030676,0.112815193001824,1.36838672262167,0.620591319621561,-0.166249438244903
"preserved ~ CumPres",3058.65296174638,9.52518069567668,0.00854345020211361,0.00847107796932447,0.108111195522253,1.11177003007607,0.449781602633342,NA
"preserved ~ pos",3150.63837445691,101.510593406205,9.06263970476899e-23,8.985869377222e-23,0.0701090570742081,0.872819472296447,NA,0.303886789921309
