"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumPres + I(pos^2) + pos + log_freq",2987.38170228834,323.928972955364,9.78250018571644,100,5.88707518976473
"CumPres + I(pos^2) + pos",3006.45164448766,304.859030756049,9.20659704434444,94.1129248102353,4.05155195797535
"CumPres + I(pos^2)",3019.57579513388,291.734880109826,8.8102539665311,90.0613728522599,10.8286598424572
"CumPres",3054.65296174638,256.657713497325,7.75094029733212,79.2327130098027,79.2327130098027
"null",3311.31067524371,0,0,NA,0
