"","CumPres","I(pos^2)","pos","stimlen","log_freq"
"McFadden",0.0501301129739204,0.0190097846144883,0.023154805781763,0.00405582278970173,0.00438211730129465
"SquaredCorrelation",0.0371809559903302,0.014275089927451,0.0174423062751758,0.00297104946379544,0.003240018262356
"Nagelkerke",0.0371809559903302,0.014275089927451,0.0174423062751758,0.00297104946379544,0.003240018262356
"Estrella",0.0393784318564093,0.0148777073588488,0.0181024245067751,0.00319810889766676,0.00344608431118695
