"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumPres","I(pos^2)","pos","stimlen"
"preserved ~ CumPres + I(pos^2) + pos",3014.45164448766,0,1,0.999999999747765,0.127700370946331,0.678999443785618,0.624126769995959,-0.066718593917923,0.345450854452235,NA
"preserved ~ CumPres + stimlen",3031.54523169351,0,1,0.999998700935705,0.119967099060114,2.2005707529402,0.478257463877728,NA,NA,-0.149034069094247
"preserved ~ CumPres + pos",3049.12778105071,0,1,0.991528922030676,0.112815193001824,1.36838672262167,0.620591319621561,NA,-0.166249438244903,NA
"preserved ~ CumPres",3058.65296174638,44.201317258724,2.52235326371516e-10,2.52235326307893e-10,0.108111195522253,1.11177003007607,0.449781602633342,NA,NA,NA
"preserved ~ CumPres",3058.65296174638,27.1077300528686,1.29906598287584e-06,1.29906429530561e-06,0.108111195522253,1.11177003007607,0.449781602633342,NA,NA,NA
"preserved ~ CumPres",3058.65296174638,9.52518069567668,0.00854345020211361,0.00847107796932447,0.108111195522253,1.11177003007607,0.449781602633342,NA,NA,NA
"preserved ~ I(pos^2) + pos",3120.88143014387,106.429785656211,7.74578948717691e-24,7.74578948522315e-24,0.0833214605108212,0.240575212919152,NA,-0.0599137133980239,0.769660409026893,NA
"preserved ~ pos",3150.63837445691,101.510593406205,9.06263970476899e-23,8.985869377222e-23,0.0701090570742081,0.872819472296447,NA,NA,0.303886789921309,NA
"preserved ~ stimlen",3314.23368385621,282.688452162693,4.12080974576664e-62,4.12080439256983e-62,0.000467363210751099,2.10960464807694,NA,NA,NA,-0.027778426701532
