"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,0.813559322033898,0.915254237288136,0.932203389830508,NA,NA,NA,NA,NA,NA
"2",5,0.819148936170213,0.914893617021277,0.924731182795699,0.89247311827957,NA,NA,NA,NA,NA
"3",6,0.734513274336283,0.842105263157895,0.947368421052632,0.947368421052632,0.884955752212389,NA,NA,NA,NA
"4",7,0.685185185185185,0.869158878504673,0.886792452830189,0.87037037037037,0.962616822429907,0.925925925925926,NA,NA,NA
"5",8,0.702702702702703,0.835616438356164,0.828767123287671,0.889655172413793,0.931972789115646,0.945578231292517,0.945578231292517,NA,NA
"6",9,0.606741573033708,0.760869565217391,0.793478260869565,0.912087912087912,0.945652173913043,0.879120879120879,0.956989247311828,0.967741935483871,NA
"7",10,0.63855421686747,0.777777777777778,0.879518072289157,0.951807228915663,0.928571428571429,0.916666666666667,0.928571428571429,0.964285714285714,0.869047619047619
