"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,59,59,59,NA,NA,NA,NA,NA,NA
"2",5,94,94,93,93,NA,NA,NA,NA,NA
"3",6,113,114,114,114,113,NA,NA,NA,NA
"4",7,108,107,106,108,107,108,NA,NA,NA
"5",8,148,146,146,145,147,147,147,NA,NA
"6",9,89,92,92,91,92,91,93,93,NA
"7",10,83,81,83,83,84,84,84,84,84
