"","NagContributions","NagPercents"
"CumErr",0.0605840702306859,0.685448996742077
"I(pos^2)",0.00530021204315299,0.059966671332349
"pos",0.00439333023437801,0.0497061981812137
"stimlen",0.0108710344578837,0.122995032098895
"log_freq",0.00723731686000545,0.0818831016454652
