"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumErr + pos + stimlen + log_freq",1655.46958208298,339.911537495516,17.0349179993905,100,1.47439455013718
"CumErr + pos + stimlen",1660.4812192671,334.899900311394,16.7837560967871,98.5256054498628,5.49432232622036
"CumErr + pos",1679.15705476111,316.224064817379,15.8478027938933,93.0312831236425,28.332130505636
"CumErr",1775.46123516806,219.919884410436,11.0214475947779,64.6991526180065,64.6991526180065
"null",1995.38111957849,0,0,NA,0
