"","model","p_accounted_for","model_deviance","diff_CumErr","diff_CumErr+pos+stimlen+log_freq","diff_CumErr+pos+stimlen","diff_CumErr+pos"
"1","preserved ~ CumErr",0.644750433457991,1775.46123516806,0,-0.237874352250676,-0.240552555559614,-0.241828787680894
"2","preserved ~ CumErr+pos+stimlen+log_freq",0.882624785708667,1655.46958208298,0.237874352250676,0,-0.00267820330893731,-0.0039544354302179
"3","preserved ~ CumErr+pos+stimlen",0.885302989017604,1660.4812192671,0.240552555559614,0.00267820330893731,0,-0.00127623212128058
"4","preserved ~ CumErr+pos",0.886579221138885,1679.15705476111,0.241828787680894,0.0039544354302179,0.00127623212128058,0
