"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumErr + pos + stimlen + log_freq",1365.26654476666,446.349452914726,24.6381933856838,100,3.20817070226005
"CumErr + pos + stimlen",1379.58619714477,432.029800536617,23.8477580839182,96.79182929774,8.30032051346925
"CumErr + pos",1416.63463234681,394.981365334579,21.802709064178,88.4915087842707,7.3190531129865
"CumErr",1449.30318587516,362.312811806225,19.9994266041995,81.1724556712842,81.1724556712842
"null",1811.61599768139,0,0,NA,0
