"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumErr","pos","log_freq","stimlen"
"preserved ~ CumErr + pos + stimlen + log_freq",1433.59402643182,0,1,0.997049223582468,0.287553357292588,4.53464048202175,-1.35929940983433,0.29005960015002,0.155485803362193,-0.265583691335904
"preserved ~ CumErr + pos + stimlen",1445.24004739848,11.6460209666632,0.00295868465319068,0.00294995423628913,0.278792467132995,4.80855204193156,-1.386707705709,0.28732236085062,NA,-0.306330018319536
"preserved ~ CumErr + pos + log_freq",1461.61074142124,28.0167149894164,8.24608181693262e-07,8.22174947317017e-07,0.271805848087676,2.61381636282329,-1.40757236803839,0.247039666293003,0.202558640496332,NA
"preserved ~ CumErr + pos",1485.1704517774,51.5764253455784,6.31424658547932e-12,6.29561465556041e-12,0.255987501547054,2.60627712533087,-1.45900354595698,0.229832783106128,NA,NA
"preserved ~ 1",1900.49653141138,466.902504979561,4.10590834284845e-102,4.09379272533783e-102,6.36295588661472e-16,2.80791332915084,NA,NA,NA,NA
