"","NagContributions","NagPercents"
"CumErr",0.0821508781461549,0.772014020619684
"pos",0.00560416413827311,0.0526652104789871
"stimlen",0.0116093180822119,0.109098728237036
"log_freq",0.00704676164927062,0.0662220406642925
