"","CumErr","pos","stimlen","log_freq"
"McFadden",0.193421654184037,0.0137292262652746,0.0267791361652105,0.0162166110574854
"SquaredCorrelation",0.0821508781461549,0.00560416413827311,0.0116093180822119,0.00704676164927062
"Nagelkerke",0.0821508781461549,0.00560416413827311,0.0116093180822119,0.00704676164927062
"Estrella",0.094008265766889,0.00707362201277245,0.0126988776483616,0.007666978674803
