"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumErr","CumPres","log_freq","stimlen"
"preserved ~ CumErr + CumPres + stimlen + log_freq",1433.59402643182,0,1,0.997049223582469,0.287553357292588,4.82470008217177,-1.06923980968431,0.290059600150021,0.155485803362192,-0.265583691335904
"preserved ~ CumErr + CumPres + stimlen",1445.24004739848,11.6460209666641,0.00295868465318934,0.00294995423628779,0.278792467132995,5.09587440278226,-1.09938534485838,0.287322360850615,NA,-0.306330018319539
"preserved ~ CumErr + CumPres + log_freq",1461.61074142124,28.0167149894164,8.24608181693262e-07,8.22174947317018e-07,0.271805848087676,2.86085602911628,-1.16053270174539,0.247039666293003,0.202558640496331,NA
"preserved ~ CumErr + CumPres",1485.1704517774,51.5764253455786,6.31424658547861e-12,6.2956146555597e-12,0.255987501547053,2.83610990843697,-1.22917076285086,0.22983278310614,NA,NA
"preserved ~ 1",1900.49653141138,466.902504979561,4.10590834284799e-102,4.09379272533737e-102,6.36295588661472e-16,2.80791332915084,NA,NA,NA,NA
